artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Bertine Zetlitz,Logged In,Josalynn,F,8,Little,208.90077,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511554890284,3951,Sickest Girl,200,1513748005284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2313
PJ Harvey,Logged In,Ashton,M,28,Nelson,185.93914,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Silence,200,1513748047284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Coheed and Cambria,Logged In,Matthew,M,0,Robertson,563.82649,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,The Light & The Glass,200,1513748069284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Dream Theater,Logged In,Lillian,F,33,Ward,331.44118,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,6:00,200,1513748099284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
J-Black & Masta Ace,Logged In,Aiden,M,28,Fernandez,238.10567,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Hellbound,200,1513748180284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Nine Inch Nails,Logged In,Dreden,M,40,Rodriguez,221.70077,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Wish,200,1513748185284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
The Police,Logged In,Jordan,F,0,Hamilton,223.84281,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1509744504284,1115,Invisible Sun,200,1513748190284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1116
Modest Mouse,Logged In,Tyler,M,5,Morris,209.52771,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Float On,200,1513748190284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Visage,Logged In,Josalynn,F,9,Little,231.73179,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511554890284,3951,Fade To Grey,200,1513748213284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2313
,Logged In,Josalynn,F,10,Little,,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,Logout,1511554890284,3951,,307,1513748214284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2313
,Logged Out,,,11,,,paid,,GET,Home,,3951,,200,1513748217284,,""
,Logged Out,,,12,,,paid,,PUT,Login,,3951,,307,1513748218284,,""
Samiam,Logged In,Ashton,M,29,Nelson,271.59465,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Ordinary Life,200,1513748232284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
,Logged In,Victoria,F,0,Mitchell,,free,"Portland-Vancouver-Hillsboro, OR-WA",GET,Home,1495159710284,4702,,200,1513748348284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2089
The Potbelleez,Logged In,Victoria,F,1,Mitchell,214.64771,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1495159710284,4702,Don't Hold Back,200,1513748348284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2089
Days Of The New,Logged In,Tyler,M,6,Morris,353.27955,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Provider,200,1513748399284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Martha Wainwright,Logged In,Dreden,M,41,Rodriguez,251.74159,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Dont Forget,200,1513748406284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Descendents,Logged In,Aiden,M,29,Fernandez,145.08363,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Silly Girl,200,1513748418284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Stir,Logged In,Lillian,F,34,Ward,283.95057,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Star,200,1513748430284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Boyzone,Logged In,Ashton,M,30,Nelson,227.7873,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,I Love The Way You Love Me,200,1513748503284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Goldfish,Logged In,Victoria,F,2,Mitchell,287.73832,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1495159710284,4702,The Real Deal,200,1513748562284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2089
Coldplay,Logged In,Aiden,M,30,Fernandez,294.1122,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Fix You,200,1513748563284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
,Logged In,Nohemy,F,0,Weber,,free,"Des Moines-West Des Moines, IA",GET,Home,1508812273284,2908,,200,1513748627284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2909
Muse,Logged In,Nohemy,F,1,Weber,304.84853,free,"Des Moines-West Des Moines, IA",PUT,NextSong,1508812273284,2908,Uprising,200,1513748631284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2909
Harmonia,Logged In,Matthew,M,1,Robertson,655.77751,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Sehr kosmisch,200,1513748632284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Florence + The Machine,Logged In,Dreden,M,42,Rodriguez,219.66322,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Dog Days Are Over (Radio Edit),200,1513748657284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Nine Days,Logged In,Lillian,F,35,Ward,258.16771,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,If I Am,200,1513748713284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Carpenters,Logged In,Ashton,M,31,Nelson,276.06159,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,(They Long To Be) Close To You,200,1513748730284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Muse,Logged In,Tyler,M,7,Morris,304.84853,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Uprising,200,1513748752284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Fleet Foxes,Logged In,Victoria,F,3,Mitchell,275.27791,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1495159710284,4702,Mykonos,200,1513748849284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2089
Morcheeba,Logged In,Aiden,M,31,Fernandez,243.77424,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Love Is Rare,200,1513748857284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
DMX,Logged In,Dreden,M,43,Rodriguez,286.6673,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Where The Hood At,200,1513748876284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Damian Marley / Stephen Marley,Logged In,Lillian,F,36,Ward,210.25914,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,All Night,200,1513748971284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
The Swinging Blue Jeans,Logged In,Ashton,M,32,Nelson,175.62077,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Save The Last Dance For Me (Mono),200,1513749006284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Black Eyed Peas,Logged In,Tyler,M,8,Morris,257.54077,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Imma Be,200,1513749056284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
,Logged In,Josalynn,F,13,Little,,paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1511554890284,3951,,200,1513749091284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2313
Rise Against,Logged In,Aiden,M,32,Fernandez,245.96853,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Audience Of One,200,1513749100284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
,Logged In,Jordan,M,0,Crosby,,paid,"Columbus, GA-AL",GET,Home,1508616912284,5937,,200,1513749117284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Franz Ferdinand,Logged In,Victoria,F,4,Mitchell,221.70077,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1495159710284,4702,No You Girls,200,1513749124284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2089
,Logged In,Annabell,F,0,Suarez,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1509434284284,4448,,200,1513749127284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1568
Pain of Salvation,Logged In,Jordan,M,1,Crosby,274.1024,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5937,Morning on earth,200,1513749130284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Eric Clapton,Logged In,Dreden,M,44,Rodriguez,208.48281,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Willie And The Hand Jive,200,1513749162284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Janet Jackson,Logged In,Lillian,F,37,Ward,335.69914,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Come Back To Me,200,1513749181284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Riverside,Logged In,Ashton,M,33,Nelson,721.89342,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,The Same River,200,1513749181284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
,Logged In,Jonathan,M,0,Webster,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1505697773284,1078,,200,1513749208284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
,Logged In,Jonathan,M,1,Webster,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Upgrade,1505697773284,1078,,200,1513749215284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
,Logged In,Jonathan,M,2,Webster,,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,Submit Upgrade,1505697773284,1078,,307,1513749216284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
,Logged In,Jonathan,M,3,Webster,,paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1505697773284,1078,,200,1513749231284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Radiohead,Logged In,Jonathan,M,4,Webster,235.7024,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Creep (Explicit),200,1513749231284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Stephen Lynch,Logged In,Leonides,M,0,Moore,249.0771,free,"Morehead City, NC",PUT,NextSong,1507321335284,5916,Voices In My Head,200,1513749280284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2743
Rancid,Logged In,Matthew,M,2,Robertson,71.41832,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Ghetto Box (Album Version),200,1513749287284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Flogging Molly,Logged In,Tyler,M,9,Morris,137.66485,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Swagger,200,1513749313284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Coldplay,Logged In,Aiden,M,33,Fernandez,228.77995,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,In My Place,200,1513749345284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Machine Head,Logged In,Matthew,M,3,Robertson,334.62812,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Now I Lay Thee Down (Explicit Album Version),200,1513749358284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Bob Dylan,Logged In,Dreden,M,45,Rodriguez,368.92689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Like A Rolling Stone,200,1513749370284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Randy Crawford,Logged In,Jordan,M,2,Crosby,270.75873,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5937,Almaz,200,1513749404284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Ludovico Einaudi,Logged In,Tyler,M,10,Morris,402.28526,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Divenire,200,1513749450284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Sick Puppies,Logged In,Jonathan,M,5,Webster,209.44934,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Maybe,200,1513749466284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
,Logged In,Kendale,F,0,Robinson,,free,"San Diego-Carlsbad, CA",GET,Home,1500655861284,1002,,200,1513749501284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1003
Peter_ Bjorn and John Featuring Victoria Bergsman,Logged In,Lillian,F,38,Ward,278.93506,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Young Folks,200,1513749516284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Wayne Bergeron,Logged In,Kendale,F,1,Robinson,425.89995,free,"San Diego-Carlsbad, CA",PUT,NextSong,1500655861284,1002,The Hipster,200,1513749516284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1003
Anti-Flag,Logged In,Miranda,F,0,Escobar,200.4371,free,"Providence-Warwick, RI-MA",PUT,NextSong,1508867500284,5513,The Press Corpse,200,1513749518284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2975
,Logged In,Kendale,F,2,Robinson,,free,"San Diego-Carlsbad, CA",GET,Home,1500655861284,1002,,200,1513749525284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1003
Leona Naess,Logged In,Aiden,M,34,Fernandez,253.6224,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Earthquake,200,1513749573284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
,Logged In,Jacob,M,0,Martinez,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1498135748284,1539,,200,1513749638284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1540
Carla Bruni,Logged In,Jordan,M,3,Crosby,163.02975,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5937,Quelqu'un M'a Dit (Album Version),200,1513749674284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
B*Witched,Logged In,Jonathan,M,6,Webster,172.06812,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,C'est La Vie,200,1513749675284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Creedence Clearwater Revival,Logged In,Matthew,M,4,Robertson,198.73914,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Cross-Tie Walker,200,1513749692284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Gotan Project,Logged In,Jacob,M,1,Martinez,302.13179,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1498135748284,1539,Chunga's Revenge,200,1513749737284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1540
Holy Fuck,Logged In,Dreden,M,46,Rodriguez,289.09669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Latin America,200,1513749738284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Red Hot Chili Peppers,Logged In,Lillian,F,39,Ward,259.34322,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Strip My Mind (Album Version),200,1513749794284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Sheryl Crow,Logged In,Aiden,M,35,Fernandez,244.79302,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,My Favorite Mistake,200,1513749826284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
The Mamas & The Papas,Logged In,John,M,0,Valdez,179.82649,free,"Grand Rapids-Wyoming, MI",PUT,NextSong,1498816850284,5664,Do You Wanna Dance,200,1513749835284,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,1980
RinÃÂ´ÃÂ§ÃÂ©rÃÂ´se / Mark Gardener,Logged In,Jordan,M,4,Crosby,215.09179,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5937,Where You From?,200,1513749837284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Radiohead,Logged In,Jonathan,M,7,Webster,255.42485,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Talk Show Host,200,1513749847284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Union Of Knives,Logged In,Tyler,M,11,Morris,274.96444,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1509616156284,4964,Opposite Direction,200,1513749852284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1950
Interpol,Logged In,Matthew,M,5,Robertson,192.60036,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Who Do You Think,200,1513749890284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Jadon Lavik,Logged In,Ashton,M,34,Nelson,291.83955,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Blessed Assurance,200,1513749902284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
,Logged In,Toni,F,0,Jackson,,paid,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1512606128284,461,,200,1513749954284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Daft Punk,Logged In,Toni,F,1,Jackson,218.64444,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,One More Time (Romanthony's Unplugged),200,1513749981284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Future Of Forestry,Logged In,Dreden,M,47,Rodriguez,237.00853,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Open Wide (Future Of Forestry EP Version),200,1513750027284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Havok,Logged In,Jacob,M,2,Martinez,227.68281,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1498135748284,1539,Ivory Tower,200,1513750039284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1540
Denise Jannah,Logged In,Jordan,M,5,Crosby,477.04771,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5937,'Round Midnight,200,1513750052284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Beirut,Logged In,Lillian,F,40,Ward,230.19057,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Nantes,200,1513750053284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Eagles,Logged In,Aiden,M,36,Fernandez,372.29669,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Hotel California,200,1513750070284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Sub Focus,Logged In,Deshawn,M,0,Carlson,289.2273,free,"Lake City, FL",PUT,NextSong,1484636368284,5675,Druggy,200,1513750075284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1803
Animal Collective,Logged In,Matthew,M,6,Robertson,335.20281,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1502647101284,3619,Spirit They've Vanished,200,1513750082284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",632
Joshua Radin,Logged In,Jonathan,M,8,Webster,160.44363,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Everything'll Be Alright (Will's Lullaby),200,1513750102284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
